title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price,sale_year,purchase_year
Port. Lady Somerset; port.t Lady Somerset; Port.t of Lady Somerset,"BEECHEY, WILLIAM",British,Portrait,Painting,,,,Agnew's,Dealer,"Stern, Simon Hunt",Collector,"40 Wall St., New York, NY, USA","40.706621,-74.009961",1895-11-11,1/13/04,150,1000,1904,1895
Port. of a girl; Port.t of a girl,"LAWRENCE, THOMAS",British,Portrait,Painting,,,,Wallis and Son,Dealer,"Ickelheimer, Henry R.",Collector,"524 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1895-11-11,2/2/10,100,700,1910,1895
retour au Palais; Retour au Palais,"GÉRÔME, JEAN LÉON",French,Genre,Painting,,,,"Boussod, Valadon et Cie.",Dealer,"Silo, James P.",Dealer,"366 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1895-11-11,1/13/05,2450,679,1905,1895
Heads,"PIOT, ANTOINE",French,Genre,Painting,,,,Everard's,Dealer,"Hilton, Henry",Collector,"630 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1877-01-13,1877-03-03,960,1000,1877,1877
1 Ptg.,"BOLDINI, GIOVANNI",Italian,,Painting,,,,Everard's,Dealer,"Wolfe, Catharine Lorillard",Collector,"13 Madison Ave., New York, NY, USA","40.741577,-73.987413",1873-08-02,1873-12-12,460,3500,1873,1873
Even.g on the Oise; Evening on the Oise,"DAUBIGNY, CHARLES FRANÇOIS",French,Landscape,Painting,,,,"Schaus, William",Dealer,"King, George Gordon",Collector,"16 E. 84th St., New York, NY, USA","40.784084,-73.970649",1896-02-02,2/2/01,5100,9500,1901,1896
Morning hymn,"FIRLE, WALTER",German,Genre,Painting,,,,"Schaus, William",Dealer,"Falk, J.B.",Collector,"""Photographer"" Waldorf Astoria, New York, NY, USA","40.730079,-73.992841",1896-03-03,6/6/02,1000,1100,1902,1896
Port Geo John Fredk Sackville; Port.t Geo John; Port.t Geo. John,"HOPPNER, JOHN",British,Portrait,Painting,,,,Lawrie & Company's Galleries,Dealer,"Phipps, John Shafer",Collector,"3 E. 56th St./26 Broadway, New York, NY, USA","40.762323,-73.974356",1896-04-04,2/2/02,2400,22500,1902,1896
In the poppy field,"KNIGHT, RIDGWAY",American,Genre,Painting,,,,Pitet ainé,Dealer,"Gerrish, Frank Scott",Collector,"17 E. 76th St., New York, NY, USA","40.77459,-73.964487",1896-06-06,1/13/01,4500,1550,1901,1896
Une buste de femme,"COOMANS, JOSEPH",Belgian,Portrait,Painting,,,,Goupil et Cie.,Dealer,"Hutchinson, George S.",Collector,"156 Montague St., Brooklyn, NY, USA","40.694341,-73.993277",1877-10-10,1877-12-12,2000,800,1877,1877
Cheveaux,"SCHREYER, CHRISTIAN ADOLF",German,Animals,Painting,,,,Goupil et Cie.,Dealer,"Lawrence, Frank R.",Collector,"267 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1877-10-10,1878-01-13,5000,1550,1878,1877
Heads,"PIOT, ANTOINE",French,Genre,Painting,,,,Everard's,Dealer,"Huntington, Collis P.",Collector,"65 Park Ave., New York, NY, USA","40.749603,-73.979503",1877-01-13,1877-05-05,1320,1000,1877,1877
[The new dress]; The new dress,"JIMÉNEZ ARANDA, LUIS",Spanish,Genre,Painting,,,,"O'Leary, William, Galleries",Dealer,Arlington Art Galleries,Dealer,"1249 Fulton St., Brooklyn, NY, USA","40.680569,-73.951475",1896-09-09,10/10/10,610,100,1910,1896
Marché aux fleurs,"FIRMIN-GIRARD, MARIE-FRANÇOIS",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-10-10,1878-02-02,4250,1100,1878,1877
Port.t group Mrs Bonar & daughter; Portrait group Mrs Bonar & Daughter,"ROMNEY, GEORGE",British,Portrait,Painting,,,,Agnew's,Dealer,"Terrell, H.L.",Collector,"925 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1896-08-08,3/3/01,2400,25000,1901,1896
Le Déjeuner,"MADRAZO Y KUNTZ, FEDERICO DE",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-10-10,1878-02-02,2500,850,1878,1877
Les pecheurs à Seville; Pecheurs a Seville; Pécheurs a Seville,"SÁNCHEZ PERRIER, EMILIO",Spanish,Landscape,Painting,,,,"Chaine & Simonson, J.",Dealer,"Moulton, Arthur J., Mrs.",Collector,"27 W. 39th St., New York, NY, USA","40.752003,-73.982884",1896-07-07,1/13/02,1200,450,1902,1896
Blue sky tho' trees; Blue sky thro' trees; Blue Sky through trees,"INNESS, GEORGE",American,Landscape,Painting,,,,"Altman, Benjamin",Collector,"McMahon, Patrick H.",Collector,"644 Fulton St., Brooklyn, NY, USA","40.687025,-73.976205",1896-12-12,6/6/01,700,600,1901,1896
Mädchen,"EPP, RUDOLF",German,Genre,Painting,,,,"Conzen, Leopold",Dealer,Schenck's Art Gallery,Dealer,"10 Marden Lane, New York, NY, USA","40.731337,-74.003646",1877-11-11,1878-02-02,500,214.38,1878,1877
[His last triumph]; His last triumph,"VIBERT, JEHAN GEORGES",French,Genre,Painting,,,,"Henszey, William P.",Collector,"Tanenbaum, Moses",Collector,"110 W. 76th St., New York, NY, USA","40.780054,-73.977159",1897-01-13,4/4/01,2000,2000,1901,1897
Lion's head,"ESSEN, JOHANNES CORNELIS VAN",Dutch,Genre,Painting,,,,A. Preyer & Co.,Dealer,"Fliermans, Constantinus Lucas, Jr.",Artist,"310 E. 18th St., New York, NY, USA","40.734675,-73.982972",1897-01-13,4/4/10,75,75,1910,1897
Mädchen Kopf grosser,"EPP, RUDOLF",German,Genre,Painting,,,,"Conzen, Leopold",Dealer,"Keller, Herman von",Collector,"115 E. 36th St., New York, NY, USA","40.751419,-73.987644",1877-11-11,1878-01-13,200,150,1878,1877
Delight,"ERNST, MAX",German,Abstract,Painting,12,10,120,"Ernst, Max",Artist,"Donati, Enrico",Artist,"875 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1/13/49,1/13/49,218.1818182,360,1949,1949
Stilleben,"PREYER, JOHANN WILHELM",German,Still Life,Painting,,,,"Conzen, Leopold",Dealer,"Rockefeller, William Avery Jr.",Collector,"689 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1877-11-11,1877-12-12,4200,1500,1877,1877
Tête,"COOMANS, JOSEPH",Belgian,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Lynch, C., Mrs.",Collector,"129 E. 21st St., New York, NY, USA","40.742023,-73.994317",1877-11-11,1878-01-13,1000,375,1878,1877
Laveuses,"DAUBIGNY, CHARLES FRANÇOIS",French,Genre,Painting,,,,Knoedler's,Dealer,"Putnam, William Allen",Collector,"70 Willow St., Brooklyn, NY, USA","40.699016,-73.995062",1897-08-08,2/2/01,12500,5500,1901,1897
Gouter des lapins; Le gouter des lapins,"RIBOT, THÉODULE",French,Genre,Painting,,,,Arnold and Tripp,Dealer,"Sittenham, William",Collector,"125 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1897-10-10,2/2/05,2250,700,1905,1897
Cattle at pasture,"MARCKE DE LUMMEN, EMILE VAN",French,Landscape; Animals,Painting,,,,"Hagerman, James John",Collector,"Schaus, William",Dealer,"204 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1898-01-13,1/13/01,3000,6250,1901,1898
the Zuyder Zee,"CAZIN, JEAN CHARLES",French,Landscape,Painting,,,,Durand-Ruel,Dealer,Switzerland Marine Insurance Co.,Collector,"Exchange Place, New York, NY, USA","40.705543,-74.009067",1898-03-03,1898-08-08,1700,1700,1898,1898
La peche à la ligne,"LELOIR, LOUIS",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-11-11,1878-02-02,2100,550,1878,1877
Chemin dans les moissons; Un chemin dans les moissons,"MONCHABLON, FERDINAND JEAN",French,Landscape,Painting,,,,"Disbecker, Abraham",Collector,Hoggson Brothers,Collector,"7 E. 44th St., New York, NY, USA","40.754711,-73.979656",1898-05-05,1/13/01,550,831.25,1901,1898
Enfant de choeur,"VIBERT, JEHAN GEORGES",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Harper, Joseph Abner",Collector,"Fifth Ave., New York, NY, USA","40.76457,-73.973636",1877-11-11,1878-04-04,3310,1000,1878,1877
"[""Mother & Child"" title info from Sales Book 3, 1874-1879, f.297]","PLASSAN, ANTOINE EMILE",French,Genre,Painting,,,,Tedesco Frères,Dealer,"Livermore, Robert B.",Collector,"133 W. 47th St./office 119 Broad St., New York, NY, USA","40.758474,-73.982461",1877-11-11,1879-04-04,637,225,1879,1877
Soldats faisant l'exercise,"DETAILLE, JEAN BAPTISTE EDOUARD",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Belmont, August",Collector,"109 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1877-11-11,1878-01-13,9000,2478,1878,1877
Moutons au paturage,"MAUVE, ANTON",Dutch,Landscape; Animals,Painting,,,,"Boussod, Valadon et Cie.",Dealer,"Lewisohn, Adolph",Collector,"9 W. 57th St., New York, NY, USA","40.763142,-73.974131",1898-09-09,2/2/01,32500,9000,1901,1898
"[""Industry"" title info from Sales Book 3, 1874-1879, f.195]","MEYER, JOHANN GEORG",German,Genre,Painting,,,,"Smith, William Randolph",Collector,"Senff, Charles Henry",Collector,"127 E. 21st St., New York, NY, USA","40.741998,-73.994273",1877-12-12,1877-12-12,475,450,1877,1877
Boy smoking,"SPRING, ALPHONS",German,Genre,Painting,,,,"Myers, Angelo L.",Collector,Schenck's Art Gallery,Dealer,"10 Marden Lane, New York, NY, USA","40.731337,-74.003646",1877-12-12,1878-02-02,95,70,1878,1877
Les 3 bon amis; Les 3 bons amis,"CHEVILLIARD, VINCENT",French,Genre,Painting,,,,Arnold and Tripp,Dealer,"Sloane, Henry Thompson",Collector,"8 E. 36th St., New York, NY, USA","40.749761,-73.983842",1898-10-10,1/13/00,4000,1350,1900,1898
Coming from the mill; Coming from the Mill,"CROME, JOHN",British,Genre,Painting,,,,Agnew's,Dealer,"Clark, William Andrews",Collector,"175 W. 58th St., New York, NY, USA","40.765968,-73.978291",1898-10-08,4/4/06,1675,12150,1906,1898
Mrs Fielde,"LAWRENCE, THOMAS",British,Portrait,Painting,,,,Agnew's,Dealer,"Lewisohn, Adolph",Collector,"9 W. 57th St., New York, NY, USA","40.763142,-73.974131",1898-10-09,1/13/01,775,5500,1901,1898
Scene de marché; Scene de Marché,"PASINI, ALBERTO",Italian,Genre,Painting,,,,"Boussod, Valadon et Cie.",Dealer,"De Bocandé, Eugene",Collector,"205 W. 57th St. (Osborne), New York, NY, USA","40.765677,-73.980161",1898-10-10,1/13/01,2300,600,1901,1898
Summer scene,"AMBERG, WILHELM",German,Genre,Painting,,,,"Lepke, N.L., Galleries",Dealer,"Wickes, Edward A.",Collector,"531 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1877-12-12,1878-01-13,1800,550,1878,1877
Pêcheurs,"KAEMMERER, FREDERIK HENDRIK",Dutch,Genre,Painting,,,,Goupil et Cie.,Dealer,"Vanderbilt, William Kissam",Collector,"5 E. 4th St., New York, NY, USA","40.728345,-73.994011",1877-12-12,1878-03-03,2500,850,1878,1877
"[Untitled] [No title info from Sales Book 3, 1874-1879, f.230]","LENGO, CLARA",Spanish,,Painting,,,,Goupil et Cie.,Dealer,Schenck's Art Gallery,Dealer,"Maiden Lane, New York, NY, USA","40.709806,-74.009988",1877-12-12,1878-05-05,200,90,1878,1877
Artist & model,"SCHLESINGER, HEINRICH",German,Genre,Painting,,,,"Wimmer & Co., Galleries",Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-12-12,1878-03-03,800,350,1878,1877
Too near the warpath,"BOUGHTON, GEORGE HENRY",British,Genre,Painting,,,,"Boughton, George Henry",Artist,"Van Alen, James Henry",Collector,"19 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1877-01-13,1877-02-02,1500,1500,1877,1877
Child w. bird,"SCHLESINGER, HEINRICH",German,Genre,Painting,,,,"Wimmer & Co., Galleries",Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-12-12,1878-03-03,400,175,1878,1877
Calme aux envir.s d'A/dam; Calme aux environs d'Asdam,"CLAYS, PAUL JEAN",Belgian,Landscape,Painting,,,,E. LeRoy & Co.,Dealer,"Stursberg, Julius A.",Collector,"18 E. 67th St., New York, NY, USA","40.768857,-73.968467",1898-11-11,3/3/01,2000,700,1901,1898
"[""The learned monk"" title info from Sales Book 3, 1874-1879, f.206]","MEISSONIER, JEAN LOUIS ERNEST",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-12-12,1878-02-02,2125,650,1878,1877
Femme porcherie; Femme porcherien,"MAUVE, ANTON",Dutch,Genre,Painting,,,,"Boussod, Valadon et Cie.",Dealer,"Williams, G.N., Jr.",Collector,"24 E. 92nd St., New York, NY, USA","40.784907,-73.957004",1898-11-11,3/3/01,1350,1750,1901,1898
"[""Waiting in the ante-room"" title info from Sales Book 3, 1874-1879, f.221]","MEISSONIER, JEAN LOUIS ERNEST",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Graham, Malcolm",Collector,"13 W. 17th St., New York, NY, USA","40.738148,-73.992487",1877-12-12,1878-04-04,2110,800,1878,1877
Un vieux pont au cannet; Un vieux pont au Cannet,"HARPIGNIES, HENRI",French,Landscape,Painting,,,,Arnold and Tripp,Dealer,"Stern, Louis",Collector,"993 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1898-10-10,3/3/01,1500,800,1901,1898
"[""Family pleasures"" title info from Sales Book 3, 1874-1879, f.200]","GISBERT PÉREZ, ANTONIO",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Thompson, A., Mrs.",Collector,"20 W. 38th St., New York, NY, USA","40.751148,-73.983217",1877-12-12,1878-01-13,2280,800,1878,1877
Chez le Luthier,"CAPOBIANCHI, V.",Italian,Genre,Painting,,,,Goupil et Cie.,Dealer,"Lawrence, Frank R.",Collector,"267 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1877-11-11,1879-04-04,4000,1250,1879,1877
Domino bleu,"KAEMMERER, FREDERIK HENDRIK",Dutch,Genre,Painting,,,,Knoedler's,Dealer,"Prime, William A.",Collector,"222 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1898-12-12,1899-04-04,750,250,1899,1898
Effet de nuit & de neige,"CHELMONSKI, JOSEF",Polish,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Harper, Fletcher, Jr.",Collector,"14 W. 22nd St., New York, NY, USA","40.740984,-73.990412",1877-11-11,1879-02-02,4000,885,1879,1877
Espérance,"MERLE, HUGUES",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Farish, John Temple",Collector,"70 Park Ave., New York, NY, USA","40.749727,-73.979521",1877-12-12,1878-01-13,3500,1500,1878,1877
Joueurs,"LEON Y ESCOSURA, IGNACIO DE",Spanish,Genre,Painting,,,,Goupil et Cie.,Dealer,"Graham, Malcolm",Collector,"13 W. 17th St., New York, NY, USA","40.738148,-73.992487",1877-12-12,1878-04-04,4000,1350,1878,1877
Carneval a Venise,"CLAIRIN, GEORGES",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-12-12,1878-02-02,5000,1000,1878,1877
"Ptg by Perrault [""Madonna & Child, Holy Family"" title info from Sales Book 1874-1879, f.86]","PERRAULT, LÉON BAZILE",French,History,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Cisco, John Jay",Collector,"67 W. 19th St., New York, NY, USA","40.740065,-73.99298",1875-06-06,1875-12-12,300,2000,1875,1875
Windmill windy day,"CAZIN, JEAN CHARLES",French,Landscape,Painting,,,,"Thurber, Winfield Scott Art Galleries",Dealer,"Lehman, Meyer H.",Collector,"42 W. 70th St., New York, NY, USA","40.775342,-73.977842",1899-03-03,2/2/01,850,1000,1901,1899
Le gourmet,"BRUNERY, FRANÇOIS",Italian,Genre,Painting,,,,Knoedler's,Dealer,"Fischhof, Eugène",Collector,"20 W. 34th St., New York, NY, USA","40.748012,-73.983636",1899-04-04,2/2/05,1600,100,1905,1899
Retour du petit duc; Retour du petit Duc,"DETTI, CESARE AUGUSTO",Italian,Genre,Painting,,,,Knoedler's,Dealer,"Fischhof, Eugène",Collector,"Astor Court Bldg., New York, NY, USA","40.730079,-73.992841",1899-04-04,4/4/06,2300,135,1906,1899
La modiste; La Modiste,"KAEMMERER, FREDERIK HENDRIK",Dutch,Genre,Painting,,,,Knoedler's,Dealer,"Harkness, William Lamon",Collector,"2 E. 45th St., New York, NY, USA","40.755404,-73.979483",1899-04-04,6/6/01,500,250,1901,1899
"[""On the Seine"" title info from Sales Book 3, 1874-1879, f.210]","LAMBINET, EMILE CHARLES",French,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-12-12,1878-03-03,1000,350,1878,1877
Under the arbor Mustapha; Under the Arbor Mustapha,"BRIDGMAN, FREDERICK ARTHUR",American,Genre,Painting,,,,Knoedler's,Dealer,"Fischhof, Eugène",Collector,"20 W. 34th St., New York, NY, USA","40.748012,-73.983636",1899-04-04,2/2/05,250,150,1905,1899
Read at window; Reading at window,"UHDE, FRITZ KARL HERMANN VON",German,Genre,Painting,,,,"Costa, Aug. da",Collector,"Fischhof, Eugène",Collector,"Astor Court Bldg., New York, NY, USA","40.730079,-73.992841",1899-04-04,4/4/06,250,155,1906,1899
"[""Landscape"" title info from Sales Book 3, 1874-1879, f.207]","LAMBINET, EMILE CHARLES",French,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"Cheney, Rush",Collector,"Fifth Ave. Hotel, Room 250, New York, NY, USA","40.739874,-73.990797",1877-12-12,1878-02-02,325,150,1878,1877
"[""The Serenade"" title info frome Sales Book 3, 1874-1879, f. 94]","MEYERHEIM, PAUL FRIEDRICH",German,Genre,Painting,,,,Honrath & Van Baerle,Dealer,"Wall, Charles",Collector,"43 Park Ave., New York, NY, USA","40.748639,-73.980168",1875-08-08,1876-01-13,550,225,1876,1875
Intérieur breton; Interieur Bretons,"DÉSIRÉ-LUCAS, LOUIS-MARIE",French,Genre,Painting,,,,E. LeRoy & Co.,Dealer,"Cohen, W.N.",Collector,"22 William St., New York, NY, USA","40.705458,-74.009892",1899-08-08,1/13/06,5500,1000,1906,1899
"[""The Letter"" title info frome Sales Book 3, 1874-1879, f. 94]","MEYERHEIM, PAUL FRIEDRICH",German,Genre,Painting,,,,Honrath & Van Baerle,Dealer,"Wall, Charles",Collector,"43 Park Ave., New York, NY, USA","40.748639,-73.980168",1875-08-08,1876-01-13,550,225,1876,1875
Moutons reven.t prairie,"JACQUE, CHARLES EMILE",French,Landscape; Animals,Painting,,,,"Boussod, Valadon et Cie.",Dealer,"Borden, Matthew Chaloner Durfee",Collector,"25 W. 56th St., New York, NY, USA","40.76269,-73.975019",1899-08-08,2/2/01,22000,6000,1901,1899
Rue à Alger,"PASINI, ALBERTO",Italian,Landscape,Painting,,,,"Boussod, Valadon et Cie.",Dealer,"Lewisohn, Adolph",Collector,"9 W. 57th St., New York, NY, USA","40.763142,-73.974131",1899-08-08,3/3/01,3750,1100,1901,1899
"Murat soir d'Efflan; Murat, Soir","DETAILLE, JEAN BAPTISTE EDOUARD",French,Genre,Painting,,,,"Boussod, Valadon et Cie.",Dealer,"Seixas, Henry Octavius",Collector,"1 W. 30th St., New York, NY, USA","40.74592,-73.986392",1899-08-08,5/5/04,22000,5000,1904,1899
"[""Sheep in winter"" title info from Sales Book 3, 1874-1879, f.221]","SCHENCK, AUGUST FRIEDRICH ALBRECHT",Danish,Landscape; Animals,Painting,,,,Bulla Frères et Jouy,Dealer,"Parker, James V.",Collector,"253 Madison Ave., New York, NY, USA","40.750453,-73.980944",1877-12-12,1878-04-04,1000,275,1878,1877
La Riva,"ZIEM, FÉLIX FRANÇOIS GEORGES PHILIBERT",French,Landscape,Painting,,,,"Détrimont, Paul",Dealer,"Englis, John, Jr.",Collector,"196 Clinton Ave., Brooklyn, NY, USA","40.692209,-73.968746",1899-07-07,5/5/01,8500,3500,1901,1899
Venise coucher de soleil,"ZIEM, FÉLIX FRANÇOIS GEORGES PHILIBERT",French,Landscape,Painting,,,,"Détrimont, Paul",Dealer,"Williams, G.N., Jr.",Collector,"24 E. 92nd St., New York, NY, USA","40.784907,-73.957004",1899-07-07,4/4/01,5500,2500,1901,1899
"[""Sheep in a snow storm"" title info from Sales Book 3, 1874-1879, f.214]","SCHENCK, AUGUST FRIEDRICH ALBRECHT",Danish,Landscape; Animals,Painting,,,,Bulla Frères et Jouy,Dealer,"Parker, James V.",Collector,"259 Madison Ave., New York, NY, USA","40.750764,-73.980774",1877-12-12,1878-03-03,1000,297,1878,1877
Conversion of Paula [sic],"ALMA-TADEMA, LAWRENCE",Dutch,History,Painting,,,,"Tooth, (Arthur), and Sons",Dealer,"Borden, Matthew Chaloner Durfee",Collector,"25 W. 56th St., New York, NY, USA","40.76269,-73.975019",1899-06-06,2/2/01,3500,22500,1901,1899
"[""City on the Seine"" title info from Sales Book 3, 1874-1879, f.212]","CICÉRI, EUGÈNE",French,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-12-12,1878-03-03,550,175,1878,1877
Scène Orientale,"HAGEMANN, GODEFROY DE",French,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1877-12-12,1878-03-03,600,200,1878,1877
Mrchde d'étoffes,"COOMANS, JOSEPH",Belgian,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Bewley, John H.",Collector,"681 Madison Ave., New York, NY, USA","40.765118,-73.970259",1875-09-09,1875-11-11,2122,750,1875,1875
Mrchde d'antiquités,"COOMANS, JOSEPH",Belgian,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Bewley, John H.",Collector,"681 Madison Ave., New York, NY, USA","40.765118,-73.970259",1875-09-09,1875-11-11,2122,750,1875,1875
Children at the water; Children at the Water,"KAISEN, C. [UNIDENTIFIED]; KEYSER. EMIL",Unknown,Genre,Painting,,,,"Wimmer & Co., Galleries",Dealer,"Bowsky, Adolph",Collector,"254 E. 49th St., New York, NY, USA","40.76116,-73.985312",1877-01-13,1884-05-05,512.5,300,1884,1877
La Coquette,"BOUCHERVILLE, ADRIEN DE",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Wall, Charles",Collector,"43 Park Ave., New York, NY, USA","40.748639,-73.980168",1875-09-09,1876-01-13,1000,300,1876,1875
